	0	1	2
407	-1.100000024	1.799999952	0.001726348
408	-1.100000024	1.899999976	0.001418886
409	-1.100000024	2.000000000	0.001169783
410	-1.000000000	-2.000000000	0.010584956
411	-1.000000000	-1.899999976	0.011753322
412	-1.000000000	-1.799999952	0.013077397
413	-1.000000000	-1.700000048	0.014582691
414	-1.000000000	-1.600000024	0.016299853
415	-1.000000000	-1.500000000	0.018265897
416	-1.000000000	-1.399999976	0.020525755
417	-1.000000000	-1.299999952	0.023134423
418	-1.000000000	-1.200000048	0.026159424
419	-1.000000000	-1.100000024	0.029684296
420	-1.000000000	-1.000000000	0.033812810
421	-1.000000000	-0.899999976	0.038674209
422	-1.000000000	-0.800000012	0.044429295
423	-1.000000000	-0.699999988	0.051276632
424	-1.000000000	-0.600000024	0.059454843
425	-1.000000000	-0.500000000	0.069232270
426	-1.000000000	-0.400000006	0.080854207
427	-1.000000000	-0.300000012	0.094362989
428	-1.000000000	-0.200000003	0.109028138
429	-1.000000000	-0.100000001	0.121645167
430	-1.000000000	0.000000000	0.123157859
431	-1.000000000	0.100000001	0.106779993
432	-1.000000000	0.200000003	0.084267862
433	-1.000000000	0.300000012	0.064457029
434	-1.000000000	0.400000006	0.048985090
435	-1.000000000	0.500000000	0.037323434
436	-1.000000000	0.600000024	0.028606731
437	-1.000000000	0.699999988	0.022079615
438	-1.000000000	0.800000012	0.017163914
439	-1.000000000	0.899999976	0.013435051
440	-1.000000000	1.000000000	0.010584965
441	-1.000000000	1.100000024	0.008390271
442	-1.000000000	1.200000048	0.006688185
443	-1.000000000	1.299999952	0.005359257
444	-1.000000000	1.399999976	0.004315168
445	-1.000000000	1.500000000	0.003490067
446	-1.000000000	1.600000024	0.002834480
447	-1.000000000	1.700000048	0.002310946
448	-1.000000000	1.799999952	0.001890899
449	-1.000000000	1.899999976	0.001552406
450	-1.000000000	2.000000000	0.001278518
451	-0.899999976	-2.000000000	0.012098918
452	-0.899999976	-1.899999976	0.013435035
453	-0.899999976	-1.799999952	0.014949331
454	-0.899999976	-1.700000048	0.016670993
455	-0.899999976	-1.600000024	0.018635146
456	-0.899999976	-1.500000000	0.020884143
457	-0.899999976	-1.399999976	0.023469491
458	-0.899999976	-1.299999952	0.026454132
459	-0.899999976	-1.200000048	0.029915465
460	-0.899999976	-1.100000024	0.033949189
461	-0.899999976	-1.000000000	0.038674209
462	-0.899999976	-0.899999976	0.044238593
463	-0.899999976	-0.800000012	0.050826684
464	-0.899999976	-0.699999988	0.058665946
465	-0.899999976	-0.600000024	0.068029754
466	-0.899999976	-0.500000000	0.079225242
467	-0.899999976	-0.400000006	0.092532508
468	-0.899999976	-0.300000012	0.107996419
469	-0.899999976	-0.200000003	0.124769993
470	-0.899999976	-0.100000001	0.139150873
471	-0.899999976	0.000000000	0.140693694
472	-0.899999976	0.100000001	0.121645167
473	-0.899999976	0.200000003	0.095667832
474	-0.899999976	0.300000012	0.072922386
475	-0.899999976	0.400000006	0.055235263
476	-0.899999976	0.500000000	0.041956022
477	-0.899999976	0.600000024	0.032065682
478	-0.899999976	0.699999988	0.024684081
479	-0.899999976	0.800000012	0.019141743
480	-0.899999976	0.899999976	0.014949348
481	-0.899999976	1.000000000	0.011753334
482	-0.899999976	1.100000024	0.009298225
483	-0.899999976	1.200000048	0.007398480
484	-0.899999976	1.299999952	0.005918365
485	-0.899999976	1.399999976	0.004757787
486	-0.899999976	1.500000000	0.003842323
487	-0.899999976	1.600000024	0.003116203
488	-0.899999976	1.700000048	0.002537291
489	-0.899999976	1.799999952	0.002073528
490	-0.899999976	1.899999976	0.001700349
491	-0.899999976	2.000000000	0.001398808
492	-0.800000012	-2.000000000	0.013889777
493	-0.800000012	-1.899999976	0.015424456
494	-0.800000012	-1.799999952	0.017163893
495	-0.800000012	-1.700000048	0.019141715
496	-0.800000012	-1.600000024	0.021398272
497	-0.800000012	-1.500000000	0.023982307
498	-0.800000012	-1.399999976	0.026953071
499	-0.800000012	-1.299999952	0.030382998
500	-0.800000012	-1.200000048	0.034361124
501	-0.800000012	-1.100000024	0.038997617
502	-0.800000012	-1.000000000	0.044429291
503	-0.800000012	-0.899999976	0.050826684
504	-0.800000012	-0.800000012	0.058401950
505	-0.800000012	-0.699999988	0.067416824
506	-0.800000012	-0.600000024	0.078185976
507	-0.800000012	-0.500000000	0.091062538
508	-0.800000012	-0.400000006	0.106367551
509	-0.800000012	-0.300000012	0.124148495
510	-0.800000012	-0.200000003	0.143417805
511	-0.800000012	-0.100000001	0.159877479
512	-0.800000012	0.000000000	0.161420777
513	-0.800000012	0.100000001	0.139150873
514	-0.800000012	0.200000003	0.109028131
515	-0.800000012	0.300000012	0.082793348
516	-0.800000012	0.400000006	0.062487438
517	-0.800000012	0.500000000	0.047306262
518	-0.800000012	0.600000024	0.036043033
519	-0.800000012	0.699999988	0.027666796
520	-0.800000012	0.800000012	0.021398289
521	-0.800000012	0.899999976	0.016671009
522	-0.800000012	1.000000000	0.013077411
523	-0.800000012	1.100000024	0.010324094
524	-0.800000012	1.200000048	0.008198781
525	-0.800000012	1.299999952	0.006546675
526	-0.800000012	1.399999976	0.005253977
527	-0.800000012	1.500000000	0.004236321
528	-0.800000012	1.600000024	0.003430641
529	-0.800000012	1.700000048	0.002789417
530	-0.800000012	1.799999952	0.002276578
531	-0.800000012	1.899999976	0.001864544
532	-0.800000012	2.000000000	0.001532089
533	-0.699999988	-2.000000000	0.016018864
534	-0.699999988	-1.899999976	0.017789725
535	-0.699999988	-1.799999952	0.019797038
536	-0.699999988	-1.700000048	0.022079600
537	-0.699999988	-1.600000024	0.024684062
538	-0.699999988	-1.500000000	0.027666781
539	-0.699999988	-1.399999976	0.031096218
540	-0.699999988	-1.299999952	0.035056096
541	-0.699999988	-1.200000048	0.039649423
542	-0.699999988	-1.100000024	0.045003507
543	-0.699999988	-1.000000000	0.051276632
544	-0.699999988	-0.899999976	0.058665946
545	-0.699999988	-0.800000012	0.067416824
546	-0.699999988	-0.699999988	0.077832043
547	-0.699999988	-0.600000024	0.090275288
548	-0.699999988	-0.500000000	0.105154544
549	-0.699999988	-0.400000006	0.122839391
550	-0.699999988	-0.300000012	0.143379867
551	-0.699999988	-0.200000003	0.165619045
552	-0.699999988	-0.100000001	0.184542194
553	-0.699999988	0.000000000	0.186047927
554	-0.699999988	0.100000001	0.159877494
555	-0.699999988	0.200000003	0.124769978
556	-0.699999988	0.300000012	0.094362989
557	-0.699999988	0.400000006	0.070943467
558	-0.699999988	0.500000000	0.053513680
559	-0.699999988	0.600000024	0.040636137
560	-0.699999988	0.699999988	0.031096242
561	-0.699999988	0.800000012	0.023982335
562	-0.699999988	0.899999976	0.018635171
563	-0.699999988	1.000000000	0.014582708
564	-0.699999988	1.100000024	0.011486614
565	-0.699999988	1.200000048	0.009102964
566	-0.699999988	1.299999952	0.007254567
567	-0.699999988	1.399999976	0.005811565
568	-0.699999988	1.500000000	0.004677999
569	-0.699999988	1.600000024	0.003782329
570	-0.699999988	1.700000048	0.003070810
571	-0.699999988	1.799999952	0.002502744
572	-0.699999988	1.899999976	0.002047088
573	-0.699999988	2.000000000	0.001680006
574	-0.600000024	-2.000000000	0.018560046
575	-0.600000024	-1.899999976	0.020612961
576	-0.600000024	-1.799999952	0.022940144
577	-0.600000024	-1.700000048	0.025586685
578	-0.600000024	-1.600000024	0.028606718
579	-0.600000024	-1.500000000	0.032065671
580	-0.600000024	-1.399999976	0.036043029
581	-0.600000024	-1.299999952	0.040636137
582	-0.600000024	-1.200000048	0.045964509
583	-0.600000024	-1.100000024	0.052176118
584	-0.600000024	-1.000000000	0.059454843
585	-0.600000024	-0.899999976	0.068029754
586	-0.600000024	-0.800000012	0.078185976
587	-0.600000024	-0.699999988	0.090275288
588	-0.600000024	-0.600000024	0.104720242
589	-0.600000024	-0.500000000	0.121994123
590	-0.600000024	-0.400000006	0.142524615
591	-0.600000024	-0.300000012	0.166364282
592	-0.600000024	-0.200000003	0.192151785
593	-0.600000024	-0.100000001	0.214009941
594	-0.600000024	0.000000000	0.215438887
595	-0.600000024	0.100000001	0.184542179
596	-0.600000024	0.200000003	0.143417791
597	-0.600000024	0.300000012	0.107996419
598	-0.600000024	0.400000006	0.080854200
599	-0.600000024	0.500000000	0.060750857
600	-0.600000024	0.600000024	0.045964528
601	-0.600000024	0.699999988	0.035056110
602	-0.600000024	0.800000012	0.026953090
603	-0.600000024	0.899999976	0.020884164
604	-0.600000024	1.000000000	0.016299872
605	-0.600000024	1.100000024	0.012808144
606	-0.600000024	1.200000048	0.010127526
607	-0.600000024	1.299999952	0.008054301
608	-0.600000024	1.399999976	0.006439745
609	-0.600000024	1.500000000	0.005174297
610	-0.600000024	1.600000024	0.004176555
611	-0.600000024	1.700000048	0.003385528
612	-0.600000024	1.799999952	0.002755160
613	-0.600000024	1.899999976	0.002250414
614	-0.600000024	2.000000000	0.001844455
615	-0.500000000	-2.000000000	0.021596830
616	-0.500000000	-1.899999976	0.023986910
617	-0.500000000	-1.799999952	0.026696522
618	-0.500000000	-1.700000048	0.029778205
619	-0.500000000	-1.600000024	0.033295061
620	-0.500000000	-1.500000000	0.037323423
621	-0.500000000	-1.399999976	0.041956026
622	-0.500000000	-1.299999952	0.047306258
623	-0.500000000	-1.200000048	0.053513654
624	-0.500000000	-1.100000024	0.060750846
625	-0.500000000	-1.000000000	0.069232270
626	-0.500000000	-0.899999976	0.079225250
627	-0.500000000	-0.800000012	0.091062538
628	-0.500000000	-0.699999988	0.105154544
629	-0.500000000	-0.600000024	0.121994130
630	-0.500000000	-0.500000000	0.142133072
631	-0.500000000	-0.400000006	0.166068628
632	-0.500000000	-0.300000012	0.193856224
633	-0.500000000	-0.200000003	0.223890096
634	-0.500000000	-0.100000001	0.249262214
635	-0.500000000	0.000000000	0.250598341
636	-0.500000000	0.100000001	0.214009941
637	-0.500000000	0.200000003	0.165619031
638	-0.500000000	0.300000012	0.124148503
639	-0.500000000	0.400000006	0.092532530
640	-0.500000000	0.500000000	0.069232292
641	-0.500000000	0.600000024	0.052176133
642	-0.500000000	0.699999988	0.039649446
643	-0.500000000	0.800000012	0.030383017
644	-0.500000000	0.899999976	0.023469517
645	-0.500000000	1.000000000	0.018265923
646	-0.500000000	1.100000024	0.014315578
647	-0.500000000	1.200000048	0.011292161
648	-0.500000000	1.299999952	0.008960458
